id,prompt_id,prompt,prompt_theme,input_text_id,input_text,completion_text,input_text_sentiment,completion_text_sentiment,sentiment_difference,cosine_similarity
0,0, Your job is to rephrase text without changing its meaning., none,0,I love the regular style Pop Chips so when these were a Deal of the Day I grabbed a case of them. That was a mistake because these are gross. We had a party that weekend and put several flavors of this style of Pop Chip out and no one liked them. I have no idea what I'm going to do with all of them. I guess I'll take them to work because those people will snack on anything when it's free!,"i'm a fan of the classic pop chips, so when they were featured as deal of the day, i bought a case. that was a mistake, as these particular chips are unappealing. we hosted a party over the weekend and set out several flavors of this style of chip, but none of them were well-received. i'm now unsure what to do with all of them. perhaps i'll take them to work since my coworkers will snack on anything when it's free.",-0.2006673558870951,0.13559884698142607,0.33626620286852116,0.9185861945152283
1,0, Your job is to rephrase text without changing its meaning., none,1,"These chips are nasty.  I thought someone had spilled a drink in the bag, no the chips were just soaked with grease.  Nasty!!","these chips are disgusting. i assumed someone had poured a liquid into the bag, but it turns out they're simply saturated with oil. disgusting!",-0.6019241756703705,-0.5618653541376194,0.04005882153275109,0.8688175082206726
2,0, Your job is to rephrase text without changing its meaning., none,2,"My last purchase of 4 cases of this food had a sour off- smell. Called natural balance customer service, they said they hadn't received complaints about that batch, they'd pass info along to tech dept, they'd send me a coupon for 1 case.... But, it's a natural product, and variation ""was to be expected"".  They suggested I return it to the retailer. Paying for shipping 3 times (receiving, sending back, receiving again) for a heavy product like this makes it very expensive.<br />I've fed this variety to my 3 cats for a year (alternate with Natural Balance Ultra), and they have always loved it.  They will only eat this batch if they are very very hungry.  I can barely stand to open the cans. All other batches had a clean fresh smell.<br />I'm disapointed with the customer service response to a quality issue from a heavy user of their premium priced product. (I have 3 cats). I won't buy from Natural Balance again. I'll use the coupon locally, and make sure I'm mixing production runs.","my last purchase of four cases of this food had an unpleasant sour smell. when i contacted natural balance's customer service, they told me they hadn't received complaints about that batch, but would pass along the information to their technical department. they offered a coupon for one case, citing variation as expected due to it being a natural product. however, they suggested returning the food to the retailer, which would require paying for shipping three times. i've been feeding this variety to my three cats for a year, alternating with natural balance ultra, and they only eat this batch when they're extremely hungry. all other batches had a clean, fresh smell. i'm disappointed in the customer service response to a quality issue from a heavy user of their premium-priced product. i won't be buying from natural balance again; instead, i'll use the coupon locally and ensure i mix production runs.",0.33238942999243737,0.3154842528258761,0.016905177166561258,0.9334741830825806
3,0, Your job is to rephrase text without changing its meaning., none,3,"I bought this when i was hungry and on a whim.<br />there was this subscribe and save deal going on.<br /><br />I like the nuts, i hate the carmel. Overall, it was too sweet for me. and now i have 6 boxes of it.<br />But it does work wonders when i'm hungry.","i impulsively purchased this snack while feeling hungry and took advantage of a subscription deal. i enjoy the nuts but dislike the caramel. the overall flavor is too sweet for my taste, yet i now have six boxes of it. however, it surprisingly satisfies my hunger.",0.06460285515785218,0.33342299002806347,0.2688201348702113,0.8244681358337402
4,0, Your job is to rephrase text without changing its meaning., none,4,"I was expecting something more.<br /><br />Blueberries - Very small pieces, and not many of them.<br /><br />Clusters - Where did they go?! When you look at the pictures of this product, and other types of their granola, it would appear that you are getting a bag of large clusters. Not the case, there are almost no clusters. The biggest cluster I found in all 3 bags was the size of a dime.<br /><br />Taste - Good, when you get some of everything.<br /><br />With all the other products out there, I don't think I will be purchasing this one again.","i expected more. the blueberries are very small and scarce. the clusters i was expecting to see in the product pictures and similar granola types do not exist; instead, there are almost none, with the largest cluster being about the size of a dime. the taste is good when you get a mix of everything. however, considering all the other products available, i don't think i'll buy this one again.",0.0016194114978114738,0.09144710405866305,0.08982769256085157,0.8831207156181335
5,0, Your job is to rephrase text without changing its meaning., none,5,Product was good but I quickly discovered ordering something like malt (which is ordered by the pound) it would be cheaper to purchase this type item from your local supplier (even if the price is a little higher). Unless you don't have a home brew store within driving distance this is probably not the way to go.,"the product was satisfactory, but i soon found that ordering something similar by the pound would be more economical to buy from a local supplier, even with a slightly higher price. unless you're near a homebrew store, it's likely not worth the effort.",0.22862087797323866,0.09479892699321113,0.13382195098002753,0.8818047046661377
6,0, Your job is to rephrase text without changing its meaning., none,6,"I have 7 dogs.  All various breeds and sizes.  I was looking for a brand without additives that all my dogs would benefit from.  I have a few that need to lose weight.  Wellness makes the best product.  I buy the small bites for my little ones....pieces are small and they love it.  I but the Healthy weightCORE for my ""dieters"" and mix it with canned green beans or peas and carrots.  So far my Golden, who was an overweight rescue at 129 pounds, has lost 19 pounds -- she's been on this food for about 7 months.  I buy the original CORE version for my baby bulldog, who had a lot of gas.  No more smells and ripples in the night!  Amazon has the best price for Wellness. And its shipped right to my home -- no lugging big bags back and forth.  Yes, it's more expensive than the other stuff--but it really works.  And that will cut down on future vet bills.  All my dogs are healthy and have nice shiny coats.  Priceless!  Wellness now has a SIMPLE version for those dogs who suffer with food allergies.  A family member has a little Teddy Bear with severe skin issues -- she'd scratch until raw and bloody.  She switched to the SIMPLE version of Wellness and has been itch free ever since.  Again...great brand!","i have seven dogs, all different breeds and sizes. i was looking for a dog food without additives that would benefit all my dogs. some need to lose weight. wellness makes the best product. i buy the small bites for my smaller dogs, which they love because the pieces are small. i also buy the healthy weight core for my dogs who need to diet, mixing it with canned green beans or peas and carrots. so far, my golden retriever, a rescue who was 129 pounds, has lost 19 pounds after being on this food for about seven months. i buy the original core version for my baby bulldog, who had digestive issues. with wellness, there are no more unpleasant odors or ripples at night! amazon offers the best price for wellness and ships it directly to my home, eliminating the need to lug heavy bags around. while it's more expensive than other options, it really works, which will save on future vet bills. all my dogs are healthy and have nice shiny coats. the value is priceless! wellness now has a simple version for dogs with food allergies. a family member's teddy bear, who had severe skin issues, would scratch until raw and bloody. after switching to the simple version of wellness, she has been itch-free ever since. again, it's a great brand!",0.6314525879214207,0.6377921425968409,0.006339554675420245,0.9630562663078308
7,0, Your job is to rephrase text without changing its meaning., none,7,"I am very pleased with this product.  Great tasting with coffee for a quick breakfast. After trying the banana walnut, I discovered the chocolate chip version and ordered it. Definitely, the chocolate chip is my favorite.","i'm extremely satisfied with this product. it's fantastic with coffee for a speedy morning meal. following the banana walnut, i found the chocolate chip variant and purchased it. clearly, the chocolate chip is my top choice.",0.6243255768568565,0.6049452530524383,0.01938032380441823,0.9599859714508057
8,0, Your job is to rephrase text without changing its meaning., none,8,I give this supplement to my son before bed every night.  I was advised that Magnesium can aid in preventing headaches and migraines.  It also helps to calm and sooth my children before bed.  I find it very helpful. And it's all natural!,"i give this supplement to my son each evening before bedtime as recommended, which may help prevent headaches and migraines due to magnesium's properties. it has a calming effect, aiding in soothing my child at night. i have found it extremely beneficial, being an all-natural option.",0.587428579249978,0.6048986316000422,0.017470052350064158,0.9380824565887451
9,1, Rephrase this text while keeping the original meaning intact., none,0,I love the regular style Pop Chips so when these were a Deal of the Day I grabbed a case of them. That was a mistake because these are gross. We had a party that weekend and put several flavors of this style of Pop Chip out and no one liked them. I have no idea what I'm going to do with all of them. I guess I'll take them to work because those people will snack on anything when it's free!,"i'm a fan of the classic pop chips, so when they were deal of the day, i bought a case thinking they'd be great. unfortunately, these are awful. we had a party over the weekend and offered various flavors alongside this style of pop chip, but none of them were popular. now, i'm unsure what to do with all of them. i suppose i'll take them to work since my coworkers will eat anything when it's free.",-0.2006673558870951,0.2793592528129617,0.4800266087000568,0.9409728050231934
